DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2001,16.1,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2002,16.3,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2003,16.5,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2004,17.2,be,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2005,18.3,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2006,19.1,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2007,20.6,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2008,19.4,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2009,19.9,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2010,24.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2011,26.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2012,25.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2013,28.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2014,23.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2015,29.4,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2016,31.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2017,34.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2018,31.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2019,34.6,i,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2020,35.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2021,28.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Bulgaria,2022,24.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2000,45.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2001,46.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2002,46.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2003,47.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2004,48.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2005,50.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2006,50.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2007,51.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2008,49.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2009,51.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2010,50.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2011,50.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2012,50.0,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2013,51.0,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2014,53.5,be,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2015,52.7,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2016,52.5,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2017,52.5,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2018,52.5,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2019,53.0,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2020,52.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2021,52.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Switzerland,2022,52.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2000,3.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2001,3.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2002,3.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2003,3.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2004,3.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2005,3.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2006,4.4,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2007,5.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2008,7.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2009,8.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2010,11.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2011,11.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2012,12.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2013,13.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2014,14.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2015,16.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2016,16.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2017,16.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2018,16.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2019,16.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2020,17.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2021,14.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2022,14.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Cyprus,2023,16.0,p,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2000,0.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2001,0.9,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2002,0.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2003,0.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2004,5.5,be,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2005,6.2,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2006,7.4,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2007,10.1,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2008,10.4,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2009,12.4,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2010,15.8,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2011,16.9,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2012,23.2,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2013,24.2,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2014,25.4,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2015,29.7,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2016,33.6,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2017,32.1,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2018,32.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2019,33.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2020,40.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Czechia,2021,43.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2000,52.5,i,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2001,52.3,i,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2002,56.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2003,57.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2004,56.4,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2005,60.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2006,62.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2007,63.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2008,63.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2009,63.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2010,62.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2011,63.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2012,65.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2013,63.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2014,65.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2015,66.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2016,67.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2017,67.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2018,67.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2019,66.7,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2020,70.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2021,69.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2022,69.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Germany,2023,68.2,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2000,37.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2001,36.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2002,37.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2003,40.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2004,41.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2005,41.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2006,41.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2007,44.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2008,47.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2009,48.8,e,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2011,42.4,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2012,42.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2013,43.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2014,45.4,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2015,47.4,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2016,48.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2017,47.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2018,49.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2019,51.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2020,45.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2021,57.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Denmark,2022,45.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2000,2.2,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2001,5.1,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2002,2.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2003,15.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2004,24.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2005,22.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2006,17.4,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2007,23.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2008,20.2,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2009,21.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2010,18.0,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2011,23.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2012,19.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2013,17.6,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2014,31.1,b,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2015,28.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2016,27.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2017,28.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2018,28.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2019,30.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2020,28.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2021,30.3,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2022,33.2,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Estonia,2023,47.5,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2000,8.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2001,8.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2002,8.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2003,8.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2004,10.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2005,11.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2006,12.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2007,20.0,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2008,17.7,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2009,18.9,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2010,17.1,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2011,17.8,,
ESTAT:CEI_WM011(1.0),13/02/25 11:00:00,Annual,Recycling,Percentage,Greece,2012,17.0,,
